cell_label,x,y,celltype_F,celltype_F_class,area
11050,13812,2485,L4 IT,Excitatory,V1C
11053,23471,2483,Astro,Non-neuronal,V1C
11055,30821,2484,L5 IT,Excitatory,V1C
11058,14464,2486,L4 IT,Excitatory,V1C
11062,15710,2488,L5/6 NP,Excitatory,V1C
11068,32948,2487,L4 IT,Excitatory,V1C
11075,9337,2491,L4 IT,Excitatory,V1C
11079,18870,2490,Astro,Non-neuronal,V1C
11081,3349,2493,L2/3 IT,Excitatory,V1C
11082,9598,2494,L2/3 IT,Excitatory,V1C
11092,9818,2496,L2/3 IT,Excitatory,V1C
11093,10113,2495,L2/3 IT,Excitatory,V1C
11094,12061,2495,L2/3 IT,Excitatory,V1C
11097,19991,2495,Oligo,Non-neuronal,V1C
11099,29543,2495,Micro/PVM,Non-neuronal,V1C
11100,31339,2495,L6B,Excitatory,V1C
11101,33188,2495,L2/3 IT,Excitatory,V1C
11102,34423,2496,L4 IT,Excitatory,V1C
11105,10315,2497,L2/3 IT,Excitatory,V1C
