,x,y,celltype_F,rotated_x,rotated_y
11035,18004,9452,L5 IT,18004.0,9452.0
11044,17273,9465,L5 IT,17273.0,9465.0
11050,15018,9465,Oligo,15018.0,9465.0
11092,15022,9492,L2/3 IT,15022.0,9492.0
11110,16741,9504,L5 IT,16741.0,9504.0
11113,15209,9505,Oligo,15209.0,9505.0
11114,17234,9505,L5 IT,17234.0,9505.0
11124,17858,9507,L2/3 IT,17858.0,9507.0
11133,15011,9516,Astro,15011.0,9516.0
11136,16982,9520,Oligo,16982.0,9520.0
11141,18638,9522,Oligo,18638.0,9522.0
11153,16255,9530,L2/3 IT,16255.0,9530.0
11156,17140,9533,Oligo,17140.0,9533.0
11157,17807,9531,L5 IT,17807.0,9531.0
11181,18881,9545,Astro,18881.0,9545.0
11183,18646,9545,L5 IT,18646.0,9545.0
11209,17391,9561,L4 IT,17391.0,9561.0
11219,17370,9569,Astro,17370.0,9569.0
11233,15102,9578,PAX6,15102.0,9578.0
11241,15501,9583,L5 IT,15501.0,9583.0
11260,17843,9596,L2/3 IT,17843.0,9596.0
11279,17287,9618,Astro,17287.0,9618.0
11283,15517,9616,L6 IT,15517.0,9616.0
11287,18259,9619,SST,18259.0,9619.0
11288,18967,9619,L4 IT,18967.0,9619.0
11313,16319,9636,Oligo,16319.0,9636.0
11319,17404,9639,SST CHODL,17404.0,9639.0
11339,15506,9648,L4 IT,15506.0,9648.0
11347,15835,9658,OPC,15835.0,9658.0
11348,16448,9658,Oligo,16448.0,9658.0
11352,18153,9659,L4 IT,18153.0,9659.0
11355,18972,9661,LAMP5 LHX6,18972.0,9661.0
11404,15395,9688,Oligo,15395.0,9688.0
11415,18592,9698,Oligo,18592.0,9698.0
11438,18326,9717,L4 IT,18326.0,9717.0
11442,15388,9719,Oligo,15388.0,9719.0
11443,16346,9721,L5 IT,16346.0,9721.0
11466,17223,9735,Astro,17223.0,9735.0
11482,15355,9748,L4 IT,15355.0,9748.0
11485,15161,9751,L2/3 IT,15161.0,9751.0
11486,15491,9750,VIP,15491.0,9750.0
11487,15990,9749,L4 IT,15990.0,9749.0
11489,17625,9755,L2/3 IT,17625.0,9755.0
11490,16766,9757,L2/3 IT,16766.0,9757.0
11504,18665,9765,Micro/PVM,18665.0,9765.0
11508,17265,9767,L5 IT,17265.0,9767.0
11516,17809,9775,L4 IT,17809.0,9775.0
11533,18402,9788,SST,18402.0,9788.0
11534,18475,9791,L5 IT,18475.0,9791.0
11540,17280,9794,Oligo,17280.0,9794.0
11549,15679,9801,L6 IT Car3,15679.0,9801.0
11553,16560,9802,L5 IT,16560.0,9802.0
11554,17854,9802,L2/3 IT,17854.0,9802.0
11577,15506,9815,OPC,15506.0,9815.0
11580,18910,9816,SST,18910.0,9816.0
11590,18271,9823,Astro,18271.0,9823.0
11591,18501,9821,PVALB,18501.0,9821.0
11601,16742,9829,Astro,16742.0,9829.0
11606,17744,9822,VLMC,17744.0,9822.0
11615,16329,9838,L5 IT,16329.0,9838.0
11619,18510,9839,L4 IT,18510.0,9839.0
11620,16904,9841,PVALB,16904.0,9841.0
11635,16925,9852,OPC,16925.0,9852.0
11649,18799,9861,Oligo,18799.0,9861.0
11656,15627,9870,Oligo,15627.0,9870.0
11664,16001,9875,VIP,16001.0,9875.0
11681,17801,9884,Oligo,17801.0,9884.0
11692,17887,9893,SST,17887.0,9893.0
11693,16774,9896,L4 IT,16774.0,9896.0
11704,16703,9901,Micro/PVM,16703.0,9901.0
11709,18611,9902,Oligo,18611.0,9902.0
11712,17754,9908,L2/3 IT,17754.0,9908.0
11713,18463,9906,L2/3 IT,18463.0,9906.0
11717,18495,9912,VIP,18495.0,9912.0
11726,16169,9921,L2/3 IT,16169.0,9921.0
11738,16551,9928,VIP,16551.0,9928.0
11739,18626,9929,L4 IT,18626.0,9929.0
11744,16036,9930,L6 IT Car3,16036.0,9930.0
11749,17417,9937,L6 IT Car3,17417.0,9937.0
11763,15972,9949,VIP,15972.0,9949.0
11767,16028,9955,L2/3 IT,16028.0,9955.0
11777,16393,9954,Chandelier,16393.0,9954.0
11795,15559,9970,L2/3 IT,15559.0,9970.0
11798,16562,9971,Oligo,16562.0,9971.0
11806,16778,9976,L5 ET,16778.0,9976.0
11814,17923,9981,Oligo,17923.0,9981.0
11818,16268,9987,L6 IT Car3,16268.0,9987.0
11828,16561,9995,PVALB,16561.0,9995.0
11829,18486,9994,L2/3 IT,18486.0,9994.0
11836,15068,9995,Oligo,15068.0,9995.0
11842,17895,9997,Oligo,17895.0,9997.0
11856,18514,10007,SST,18514.0,10007.0
11867,16295,10012,L4 IT,16295.0,10012.0
11875,17524,10015,L2/3 IT,17524.0,10015.0
11877,15957,10017,LAMP5 LHX6,15957.0,10017.0
11880,15615,10015,L5 IT,15615.0,10015.0
11881,18189,10019,PVALB,18189.0,10019.0
11882,18801,10018,VIP,18801.0,10018.0
11890,18880,10026,Astro,18880.0,10026.0
11891,15152,10027,PVALB,15152.0,10027.0
11894,15636,10033,L5 IT,15636.0,10033.0
11895,16059,10033,Oligo,16059.0,10033.0
11897,18574,10032,L4 IT,18574.0,10032.0
11912,17526,10039,L4 IT,17526.0,10039.0
11925,15050,10052,L2/3 IT,15050.0,10052.0
11926,18596,10053,Chandelier,18596.0,10053.0
11941,17756,10060,L4 IT,17756.0,10060.0
11944,18863,10061,Astro,18863.0,10061.0
11952,16025,10069,Astro,16025.0,10069.0
11957,15609,10077,L2/3 IT,15609.0,10077.0
11964,16883,10081,L2/3 IT,16883.0,10081.0
11974,18557,10087,Astro,18557.0,10087.0
11983,17550,10094,Oligo,17550.0,10094.0
11991,18587,10099,L5 IT,18587.0,10099.0
11993,15866,10100,Astro,15866.0,10100.0
12026,16067,10125,Oligo,16067.0,10125.0
12033,17996,10132,SST,17996.0,10132.0
12040,16410,10135,L6 CT,16410.0,10135.0
12046,18448,10137,Oligo,18448.0,10137.0
12067,16570,10154,SST,16570.0,10154.0
12068,17677,10156,L6 CT,17677.0,10156.0
12086,16989,10170,L2/3 IT,16989.0,10170.0
12087,17426,10170,Oligo,17426.0,10170.0
12096,15172,10174,L6 IT Car3,15172.0,10174.0
12105,15569,10183,SST,15569.0,10183.0
12125,16943,10195,Astro,16943.0,10195.0
12139,17370,10201,LAMP5,17370.0,10201.0
12151,16410,10209,VIP,16410.0,10209.0
12166,17607,10224,SNCG,17607.0,10224.0
12170,16445,10217,L6B,16445.0,10217.0
12172,16018,10223,OPC,16018.0,10223.0
12175,16128,10227,L2/3 IT,16128.0,10227.0
12182,17930,10232,L2/3 IT,17930.0,10232.0
12186,17090,10234,L5/6 NP,17090.0,10234.0
12190,16526,10239,L4 IT,16526.0,10239.0
12191,18190,10240,L2/3 IT,18190.0,10240.0
12194,17456,10243,L2/3 IT,17456.0,10243.0
12195,17983,10243,L5 IT,17983.0,10243.0
12202,17960,10248,Oligo,17960.0,10248.0
